refset;algorithm;variation;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;SVM;graphlet;depict;;42,0;46,0;44,0;82,17391304347827;0,6969229552286031;27,0;44,0;44,0;45,0;1,9565217391304348;1,0
DeRycke;SVM;normal;25;;15,0;19,0;16,0;74,89878542510121;0,8777777777777779;12,0;18,0;19,0;19,0;1,5789473684210527;1,0
DeRycke;SVM;normal;50;;22,0;28,0;23,0;70,1923076923077;0,7575757575757575;16,0;25,0;27,0;28,0;1,8571428571428572;1,0
DeRycke;SVM;normal;100;;29,0;36,0;29,0;68,32010582010581;0,6528735632183907;16,0;32,0;35,0;35,0;2,2222222222222223;2,0
DeRycke;SVM;normal;500;0,5766283222194925;76,0;116,0;72,0;61,664775720247974;0,4632010224229773;5,0;47,0;71,0;83,0;8,732758620689655;4,0
DeRycke;SVM;normal;1000;0,5270675332397394;95,0;157,0;98,0;56,64121119151633;0,47703564112548597;6,0;28,0;49,0;89,0;17,426751592356688;8,0
DeRycke;SVM;normal;2000;0,5387900478660118;106,0;175,0;109,0;57,618948541705365;0,5093341144925527;3,0;24,0;37,0;68,0;25,577142857142857;15,0
DeRycke;SVM;normal;depict;;42,0;46,0;44,0;82,2463768115942;0,7241536149343458;28,0;44,0;45,0;45,0;2,391304347826087;1,0
DeRycke;SVM;autoencode;25;;15,0;19,0;16,0;79,75708502024291;0,9444444444444445;13,0;18,0;19,0;19,0;1,5263157894736843;1,0
DeRycke;SVM;autoencode;50;;22,0;28,0;23,0;66,96428571428572;0,7294372294372294;15,0;25,0;28,0;28,0;1,8214285714285714;1,0
DeRycke;SVM;autoencode;100;;29,0;36,0;29,0;68,51851851851852;0,6184952978056427;16,0;31,0;35,0;36,0;2,138888888888889;2,0
DeRycke;SVM;autoencode;500;0,6529210042412683;76,0;116,0;72,0;63,94404149276712;0,5363770321129028;12,0;45,0;69,0;87,0;8,025862068965518;4,0
DeRycke;SVM;autoencode;1000;0,6601418528640532;95,0;157,0;98,0;62,01120485543736;0,5689089214400074;12,0;42,0;61,0;99,0;14,605095541401274;8,0
DeRycke;SVM;autoencode;2000;0,6183398301712283;106,0;175,0;109,0;61,261378413524056;0,5712116366947815;7,0;25,0;42,0;76,0;23,6;13,0
DeRycke;SVM;autoencode;depict;;42,0;46,0;44,0;88,07971014492753;0,826701998628909;33,0;43,0;45,0;45,0;1,673913043478261;1,0
DeRycke;SVM;combi;25;;15,0;19,0;16,0;81,37651821862349;0,8711111111111111;13,0;19,0;19,0;19,0;1,4210526315789473;1,0
DeRycke;SVM;combi;50;;22,0;28,0;23,0;77,9532967032967;0,8685064935064936;17,0;27,0;28,0;28,0;1,5714285714285714;1,0
DeRycke;SVM;combi;100;;29,0;36,0;29,0;64,52821869488537;0,5996865203761755;12,0;31,0;34,0;36,0;2,2222222222222223;2,0
DeRycke;SVM;combi;500;0,6695606376380059;76,0;116,0;72,0;66,27952915434174;0,6009908429716767;17,0;52,0;70,0;93,0;7,431034482758621;4,0
DeRycke;SVM;combi;1000;0,6347340394585834;95,0;157,0;98,0;64,09744222496415;0,6162786485524371;18,0;46,0;57,0;99,0;13,522292993630574;7,0
DeRycke;SVM;combi;2000;0,6096711310802958;106,0;175,0;109,0;62,249897826490795;0,6105729806733583;9,0;27,0;40,0;88,0;22,65142857142857;10,0
DeRycke;SVM;combi;depict;;42,0;46,0;44,0;86,6304347826087;0,8188577756684068;32,0;43,0;45,0;45,0;1,8695652173913044;1,0
DeRycke;DT;graphlet;25;;15,0;19,0;16,0;62,55060728744939;0,8466666666666666;15,0;19,0;19,0;19,0;1,2105263157894737;1,0
DeRycke;DT;graphlet;50;;22,0;28,0;23,0;57,005494505494504;0,6593614718614718;19,0;28,0;28,0;28,0;1,3214285714285714;1,0
DeRycke;DT;graphlet;100;;29,0;36,0;29,0;54,960317460317455;0,5844305120167189;23,0;36,0;36,0;36,0;1,3611111111111112;1,0
DeRycke;DT;graphlet;500;0,5183956022847699;76,0;116,0;72,0;57,03837270553912;0,5078610475372983;44,0;116,0;116,0;116,0;1,6206896551724137;2,0
DeRycke;DT;graphlet;1000;0,44911109401117527;95,0;157,0;98,0;53,781305232267314;0,48495609412549295;51,0;157,0;157,0;157,0;1,6751592356687899;2,0
DeRycke;DT;graphlet;2000;0,4727432088506375;106,0;175,0;109,0;53,10681775961359;0,5119292601252662;38,0;175,0;175,0;175,0;1,782857142857143;2,0
DeRycke;DT;graphlet;depict;;42,0;46,0;44,0;71,78743961352657;0,7668222327690766;41,0;46,0;46,0;46,0;1,108695652173913;1,0
DeRycke;DT;normal;25;;15,0;19,0;16,0;61,336032388663966;0,7911111111111111;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;DT;normal;50;;22,0;28,0;23,0;51,098901098901095;0,6631493506493507;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;DT;normal;100;;29,0;36,0;29,0;59,92063492063492;0,6194879832810867;26,0;36,0;36,0;36,0;1,2777777777777777;1,0
DeRycke;DT;normal;500;0,5210142511332314;76,0;116,0;72,0;56,13679646663156;0,497199475320844;40,0;116,0;116,0;116,0;1,6551724137931034;2,0
DeRycke;DT;normal;1000;0,4327070538880194;95,0;157,0;98,0;54,126121319238344;0,4814040559754897;46,0;157,0;157,0;157,0;1,7070063694267517;2,0
DeRycke;DT;normal;2000;0,45297385726654804;106,0;175,0;109,0;51,92792123351292;0,49436906547216813;26,0;175,0;175,0;175,0;1,8514285714285714;2,0
DeRycke;DT;normal;depict;;42,0;46,0;44,0;71,8840579710145;0,7784303643938195;37,0;46,0;46,0;46,0;1,1956521739130435;1,0
DeRycke;DT;autoencode;25;;15,0;19,0;16,0;60,12145748987854;0,7911111111111111;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;DT;autoencode;50;;22,0;28,0;23,0;53,02197802197802;0,6385281385281385;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;DT;autoencode;100;;29,0;36,0;29,0;55,75396825396825;0,5915882967607106;19,0;36,0;36,0;36,0;1,4722222222222223;1,0
DeRycke;DT;autoencode;500;0,399288407889126;76,0;116,0;72,0;51,513938976457716;0,46260908032932574;35,0;116,0;116,0;116,0;1,6982758620689655;2,0
DeRycke;DT;autoencode;1000;0,447168807904497;95,0;157,0;98,0;56,00643612231967;0,5072663095980496;51,0;157,0;157,0;157,0;1,6751592356687899;2,0
DeRycke;DT;autoencode;2000;0,4516531334504438;106,0;175,0;109,0;52,628645736578115;0,49893910817421727;30,0;175,0;175,0;175,0;1,8285714285714285;2,0
DeRycke;DT;autoencode;depict;;42,0;46,0;44,0;60,2415458937198;0,7453527922797026;36,0;46,0;46,0;46,0;1,2173913043478262;1,0
DeRycke;DT;combi;25;;15,0;19,0;16,0;57,48987854251012;0,7844444444444444;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;DT;combi;50;;22,0;28,0;23,0;58,37912087912087;0,7180735930735931;23,0;28,0;28,0;28,0;1,1785714285714286;1,0
DeRycke;DT;combi;100;;29,0;36,0;29,0;53,37301587301587;0,5567920585161965;23,0;36,0;36,0;36,0;1,3611111111111112;1,0
DeRycke;DT;combi;500;0,4613364790271885;76,0;116,0;72,0;54,1193930061996;0,4673180068825663;39,0;116,0;116,0;116,0;1,6637931034482758;2,0
DeRycke;DT;combi;1000;0,4578197034247337;95,0;157,0;98,0;57,89542134925134;0,5156680632162933;58,0;157,0;157,0;157,0;1,6305732484076434;2,0
DeRycke;DT;combi;2000;0,46088978219696203;106,0;175,0;109,0;53,67898941110904;0,4967824175743755;38,0;175,0;175,0;175,0;1,782857142857143;2,0
DeRycke;DT;combi;depict;;42,0;46,0;44,0;63,47826086956522;0,7495979011759742;40,0;46,0;46,0;46,0;1,1304347826086956;1,0
DeRycke;KNN1;graphlet;25;;15,0;19,0;16,0;67,81376518218624;0,8044444444444444;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;KNN1;graphlet;50;;22,0;28,0;23,0;60,57692307692308;0,7389069264069263;21,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN1;graphlet;100;;29,0;36,0;29,0;53,37301587301587;0,5995297805642633;23,0;36,0;36,0;36,0;1,3611111111111112;1,0
DeRycke;KNN1;graphlet;500;0,45535274347474747;76,0;116,0;72,0;59,11605008306658;0,49220474208086856;54,0;116,0;116,0;116,0;1,5344827586206897;2,0
DeRycke;KNN1;graphlet;1000;0,4504049356733803;95,0;157,0;98,0;57,00970420515558;0,4906945824508332;59,0;157,0;157,0;157,0;1,624203821656051;2,0
DeRycke;KNN1;graphlet;2000;0,4640222540090403;106,0;175,0;109,0;57,763700538733055;0,50671102751403;69,0;175,0;175,0;175,0;1,6057142857142856;2,0
DeRycke;KNN1;graphlet;depict;;42,0;46,0;44,0;69,05797101449275;0,759188946896588;39,0;46,0;46,0;46,0;1,1521739130434783;1,0
DeRycke;KNN1;normal;25;;15,0;19,0;16,0;42,10526315789473;0,6666666666666666;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN1;normal;50;;22,0;28,0;23,0;51,098901098901095;0,6617965367965367;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN1;normal;100;;29,0;36,0;29,0;47,023809523809526;0,5281086729362592;23,0;36,0;36,0;36,0;1,3611111111111112;1,0
DeRycke;KNN1;normal;500;0,51352190263391;76,0;116,0;72,0;60,742939341140236;0,5099729547978041;62,0;116,0;116,0;116,0;1,4655172413793103;1,0
DeRycke;KNN1;normal;1000;0,5200384104249707;95,0;157,0;98,0;55,212592123253415;0,5193181460952788;43,0;157,0;157,0;157,0;1,7261146496815287;2,0
DeRycke;KNN1;normal;2000;0,5081140901058099;106,0;175,0;109,0;56,962660226639414;0,5212050341839931;55,0;175,0;175,0;175,0;1,6857142857142857;2,0
DeRycke;KNN1;normal;depict;;42,0;46,0;44,0;66,90821256038647;0,7537902758002426;36,0;46,0;46,0;46,0;1,2173913043478262;1,0
DeRycke;KNN1;autoencode;25;;15,0;19,0;16,0;61,336032388663966;0,7588888888888888;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN1;autoencode;50;;22,0;28,0;23,0;58,24175824175825;0,7256493506493507;24,0;28,0;28,0;28,0;1,1428571428571428;1,0
DeRycke;KNN1;autoencode;100;;29,0;36,0;29,0;65,87301587301587;0,6365726227795193;28,0;36,0;36,0;36,0;1,2222222222222223;1,0
DeRycke;KNN1;autoencode;500;0,48711687761182115;76,0;116,0;72,0;56,982150816483646;0,501920972931141;59,0;116,0;116,0;116,0;1,4913793103448276;1,0
DeRycke;KNN1;autoencode;1000;0,45545241083083754;95,0;157,0;98,0;58,47533931370261;0,5084936423638018;71,0;157,0;157,0;157,0;1,5477707006369428;2,0
DeRycke;KNN1;autoencode;2000;0,4521325716451482;106,0;175,0;109,0;56,19803083782278;0,49284303278290603;48,0;175,0;175,0;175,0;1,7257142857142858;2,0
DeRycke;KNN1;autoencode;depict;;42,0;46,0;44,0;72,29468599033817;0,8142995570321151;43,0;46,0;46,0;46,0;1,065217391304348;1,0
DeRycke;KNN1;combi;25;;15,0;19,0;16,0;58,906882591093115;0,77;18,0;19,0;19,0;19,0;1,0526315789473684;1,0
DeRycke;KNN1;combi;50;;22,0;28,0;23,0;68,13186813186812;0,7997835497835498;22,0;28,0;28,0;28,0;1,2142857142857142;1,0
DeRycke;KNN1;combi;100;;29,0;36,0;29,0;68,45238095238095;0,7387147335423198;27,0;36,0;36,0;36,0;1,25;1,0
DeRycke;KNN1;combi;500;0,6112034552644139;76,0;116,0;72,0;57,82395964180073;0,5238097536315428;57,0;116,0;116,0;116,0;1,5086206896551724;2,0
DeRycke;KNN1;combi;1000;0,53284244275794;95,0;157,0;98,0;59,6796945342982;0,5286010482452244;65,0;157,0;157,0;157,0;1,585987261146497;2,0
DeRycke;KNN1;combi;2000;0,4614373887706361;106,0;175,0;109,0;57,063347575701286;0,5095185856180494;64,0;175,0;175,0;175,0;1,6342857142857143;2,0
DeRycke;KNN1;combi;depict;;42,0;46,0;44,0;66,76328502415458;0,7831797447661236;42,0;46,0;46,0;46,0;1,0869565217391304;1,0
DeRycke;KNN3;graphlet;25;;15,0;19,0;16,0;79,55465587044536;0,8788888888888889;15,0;19,0;19,0;19,0;1,2105263157894737;1,0
DeRycke;KNN3;graphlet;50;;22,0;28,0;23,0;68,47527472527472;0,8149350649350651;23,0;28,0;28,0;28,0;1,2142857142857142;1,0
DeRycke;KNN3;graphlet;100;;29,0;36,0;29,0;61,44179894179894;0,6920585161964472;23,0;35,0;36,0;36,0;1,5555555555555556;1,0
DeRycke;KNN3;graphlet;500;0,539738229579191;76,0;116,0;72,0;58,33198265731999;0,5499026486390933;46,0;116,0;116,0;116,0;1,6982758620689655;2,0
DeRycke;KNN3;graphlet;1000;0,4920717703588654;95,0;157,0;98,0;54,04842098242572;0,4796571904908852;39,0;157,0;157,0;157,0;1,9490445859872612;2,0
DeRycke;KNN3;graphlet;2000;0,4878811167559573;106,0;175,0;109,0;53,98142299832808;0,4944017337543281;37,0;175,0;175,0;175,0;1,8971428571428572;2,0
DeRycke;KNN3;graphlet;depict;;42,0;46,0;44,0;79,8913043478261;0,7695841902652534;36,0;46,0;46,0;46,0;1,2391304347826086;1,0
DeRycke;KNN3;normal;25;;15,0;19,0;16,0;53,84615384615385;0,8;19,0;19,0;19,0;19,0;1,0;1,0
DeRycke;KNN3;normal;50;;22,0;28,0;23,0;56,86813186813187;0,6525974025974026;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN3;normal;100;;29,0;36,0;29,0;54,4973544973545;0,5443051201671891;19,0;36,0;36,0;36,0;1,5277777777777777;1,0
DeRycke;KNN3;normal;500;0,5612674243203827;76,0;116,0;72,0;63,1311033672353;0,5498957135576585;57,0;116,0;116,0;116,0;1,6810344827586208;2,0
DeRycke;KNN3;normal;1000;0,5804531285189068;95,0;157,0;98,0;54,981992196618535;0,5580636175364263;45,0;157,0;157,0;157,0;1,8535031847133758;2,0
DeRycke;KNN3;normal;2000;0,5740612315503374;106,0;175,0;109,0;54,86271595764444;0,5431159331726753;36,0;175,0;175,0;175,0;2,097142857142857;2,0
DeRycke;KNN3;normal;depict;;42,0;46,0;44,0;71,78743961352656;0,7665190107050572;39,0;46,0;46,0;46,0;1,1521739130434783;1,0
DeRycke;KNN3;autoencode;25;;15,0;19,0;16,0;83,19838056680162;0,8722222222222221;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;KNN3;autoencode;50;;22,0;28,0;23,0;68,75;0,7472943722943722;21,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN3;autoencode;100;;29,0;36,0;29,0;63,42592592592593;0,6829153605015674;22,0;36,0;36,0;36,0;1,4166666666666667;1,0
DeRycke;KNN3;autoencode;500;0,5971390924399527;76,0;116,0;72,0;62,07656306981645;0,5644921945144603;57,0;116,0;116,0;116,0;1,6896551724137931;2,0
DeRycke;KNN3;autoencode;1000;0,5859709323148978;95,0;157,0;98,0;60,57791709740887;0,5324845526754701;53,0;157,0;157,0;157,0;1,910828025477707;2,0
DeRycke;KNN3;autoencode;2000;0,5129187274263349;106,0;175,0;109,0;53,23046628274197;0,49729519539462463;26,0;175,0;175,0;175,0;2,2114285714285713;2,0
DeRycke;KNN3;autoencode;depict;;42,0;46,0;44,0;78,47826086956522;0,7533651057322154;37,0;46,0;46,0;46,0;1,2391304347826086;1,0
DeRycke;KNN3;combi;25;;15,0;19,0;16,0;77,32793522267207;0,8477777777777777;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN3;combi;50;;22,0;28,0;23,0;68,26923076923077;0,8011363636363636;21,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN3;combi;100;;29,0;36,0;29,0;71,16402116402116;0,7470219435736677;24,0;36,0;36,0;36,0;1,4166666666666667;1,0
DeRycke;KNN3;combi;500;0,6191535037546991;76,0;116,0;72,0;59,228493861177526;0,5567367596436336;42,0;116,0;116,0;116,0;1,7413793103448276;2,0
DeRycke;KNN3;combi;1000;0,548088064029258;95,0;157,0;98,0;54,89161970187081;0,5160734129050615;34,0;157,0;157,0;157,0;2,0573248407643314;2,0
DeRycke;KNN3;combi;2000;0,5306647975520967;106,0;175,0;109,0;55,940776518669885;0,5282132978695107;36,0;175,0;175,0;175,0;1,9028571428571428;2,0
DeRycke;KNN3;combi;depict;;42,0;46,0;44,0;73,40579710144928;0,7449144386436746;34,0;46,0;46,0;46,0;1,3043478260869565;1,0
DeRycke;KNN5;graphlet;25;;15,0;19,0;16,0;64,17004048582996;0,7511111111111111;15,0;19,0;19,0;19,0;1,2105263157894737;1,0
DeRycke;KNN5;graphlet;50;;22,0;28,0;23,0;65,7967032967033;0,7778679653679653;21,0;27,0;28,0;28,0;1,3571428571428572;1,0
DeRycke;KNN5;graphlet;100;;29,0;36,0;29,0;70,45855379188713;0,7296760710553815;22,0;36,0;36,0;36,0;1,5;1,0
DeRycke;KNN5;graphlet;500;0,5677677230016976;76,0;116,0;72,0;63,586956521739125;0,5841026196572511;53,0;110,0;116,0;116,0;1,8793103448275863;2,0
DeRycke;KNN5;graphlet;1000;0,4854691213525584;95,0;157,0;98,0;56,71574348884516;0,5157598660793987;44,0;157,0;157,0;157,0;2,082802547770701;2,0
DeRycke;KNN5;graphlet;2000;0,49932261816093604;106,0;175,0;109,0;54,935091956158274;0,5232917608982892;47,0;175,0;175,0;175,0;1,9885714285714287;2,0
DeRycke;KNN5;graphlet;depict;;42,0;46,0;44,0;79,27536231884058;0,6958616780045351;32,0;46,0;46,0;46,0;1,3695652173913044;1,0
DeRycke;KNN5;normal;25;;15,0;19,0;16,0;58,906882591093115;0,7888888888888889;18,0;19,0;19,0;19,0;1,0526315789473684;1,0
DeRycke;KNN5;normal;50;;22,0;28,0;23,0;56,59340659340659;0,6558441558441559;22,0;28,0;28,0;28,0;1,2142857142857142;1,0
DeRycke;KNN5;normal;100;;29,0;36,0;29,0;47,045855379188716;0,5136363636363636;18,0;36,0;36,0;36,0;1,5277777777777777;1,5
DeRycke;KNN5;normal;500;0,5316446113385129;76,0;116,0;72,0;64,57666437051745;0,5435222266138189;41,0;111,0;116,0;116,0;1,9741379310344827;2,0
DeRycke;KNN5;normal;1000;0,5666759915840229;95,0;157,0;98,0;61,38793477173442;0,5427130388496613;40,0;157,0;157,0;157,0;1,9490445859872612;2,0
DeRycke;KNN5;normal;2000;0,5805879765524345;106,0;175,0;109,0;57,350845253576075;0,5393375012437173;28,0;174,0;175,0;175,0;2,1485714285714286;2,0
DeRycke;KNN5;normal;depict;;42,0;46,0;44,0;70,67632850241546;0,7351388229710489;36,0;46,0;46,0;46,0;1,2608695652173914;1,0
DeRycke;KNN5;autoencode;25;;15,0;19,0;16,0;52,42914979757085;0,7777777777777779;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;KNN5;autoencode;50;;22,0;28,0;23,0;64,97252747252747;0,689935064935065;18,0;28,0;28,0;28,0;1,3571428571428572;1,0
DeRycke;KNN5;autoencode;100;;29,0;36,0;29,0;65,16754850088184;0,6493207941483803;25,0;36,0;36,0;36,0;1,3333333333333333;1,0
DeRycke;KNN5;autoencode;500;0,6261396018475878;76,0;116,0;72,0;62,430102516309404;0,5675253400260855;47,0;111,0;116,0;116,0;1,9655172413793103;2,0
DeRycke;KNN5;autoencode;1000;0,6280544395452688;95,0;157,0;98,0;62,65448360956414;0,5606010175027075;52,0;154,0;157,0;157,0;1,980891719745223;2,0
DeRycke;KNN5;autoencode;2000;0,5831789011297703;106,0;175,0;109,0;56,842355563812;0,5337132749543346;25,0;174,0;175,0;175,0;2,302857142857143;2,0
DeRycke;KNN5;autoencode;depict;;42,0;46,0;44,0;78,04347826086956;0,7638394505088856;38,0;46,0;46,0;46,0;1,2608695652173914;1,0
DeRycke;KNN5;combi;25;;15,0;19,0;16,0;51,01214574898785;0,7077777777777778;15,0;19,0;19,0;19,0;1,2105263157894737;1,0
DeRycke;KNN5;combi;50;;22,0;28,0;23,0;75,0;0,8317099567099567;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN5;combi;100;;29,0;36,0;29,0;67,4162257495591;0,726907001044932;22,0;35,0;36,0;36,0;1,5833333333333333;1,0
DeRycke;KNN5;combi;500;0,5820401501942662;76,0;116,0;72,0;61,88257222739981;0,5610769750006572;46,0;116,0;116,0;116,0;1,793103448275862;2,0
DeRycke;KNN5;combi;1000;0,546562779316948;95,0;157,0;98,0;52,8617400873712;0,510714141064722;31,0;156,0;157,0;157,0;2,210191082802548;2,0
DeRycke;KNN5;combi;2000;0,5179677091888764;106,0;175,0;109,0;56,2039011703511;0,518246595059968;26,0;175,0;175,0;175,0;2,1485714285714286;2,0
DeRycke;KNN5;combi;depict;;42,0;46,0;44,0;77,93478260869566;0,6980303749406739;31,0;46,0;46,0;46,0;1,391304347826087;1,0
DeRycke;KNN7;graphlet;25;;15,0;19,0;16,0;68,62348178137651;0,8155555555555556;14,0;19,0;19,0;19,0;1,263157894736842;1,0
DeRycke;KNN7;graphlet;50;;22,0;28,0;23,0;67,65109890109889;0,7922077922077922;20,0;28,0;28,0;28,0;1,3214285714285714;1,0
DeRycke;KNN7;graphlet;100;;29,0;36,0;29,0;65,41005291005291;0,6865726227795192;22,0;35,0;36,0;36,0;1,5555555555555556;1,0
DeRycke;KNN7;graphlet;500;0,6139827860636572;76,0;116,0;72,0;60,01813282547916;0,5801371040072532;36,0;105,0;116,0;116,0;2,1293103448275863;2,0
DeRycke;KNN7;graphlet;1000;0,5159511969216569;95,0;157,0;98,0;55,28645746490146;0,5249151652273398;35,0;143,0;157,0;157,0;2,2420382165605095;2,0
DeRycke;KNN7;graphlet;2000;0,49824595128005456;106,0;175,0;109,0;53,67103845439346;0,5175034297908756;31,0;175,0;175,0;175,0;2,2114285714285713;2,0
DeRycke;KNN7;graphlet;depict;;42,0;46,0;44,0;76,76328502415458;0,6934655645203818;30,0;46,0;46,0;46,0;1,434782608695652;1,0
