refset;algorithm;variation;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
Teslovich;KNN5;log;100;;22,0;22,0;21,0;68,52103120759837;0,656968031968032;13,0;22,0;22,0;22,0;1,5;1,0
Teslovich;KNN5;log;500;0,5122439490030983;60,0;63,0;60,0;62,69714082214082;0,5601065921636295;24,0;61,0;63,0;63,0;1,9365079365079365;2,0
Teslovich;KNN5;log;1000;0,43970594111039146;76,0;79,0;73,0;54,099754392593994;0,45414865713478614;14,0;77,0;79,0;79,0;2,1772151898734178;2,0
Teslovich;KNN5;log;2000;0,48643369965491207;89,0;92,0;86,0;55,68912969861158;0,4693388721509832;12,0;92,0;92,0;92,0;2,0869565217391304;2,0
Teslovich;KNN5;log;depict;;67,0;68,0;66,0;74,31413741967376;0,7941641265280422;51,0;67,0;68,0;68,0;1,338235294117647;1,0
Teslovich;KNN7;normal;25;;7,0;7,0;7,0;58,730158730158735;0,6071428571428571;4,0;6,0;7,0;7,0;1,7142857142857142;1,0
Teslovich;KNN7;normal;50;;14,0;14,0;13,0;57,14285714285714;0,5982142857142857;7,0;14,0;14,0;14,0;1,5;1,5
Teslovich;KNN7;normal;100;;22,0;22,0;21,0;59,2944369063772;0,5741008991008991;12,0;22,0;22,0;22,0;1,5454545454545454;1,0
Teslovich;KNN7;normal;500;0,485997827976443;60,0;63,0;60,0;61,61986161986162;0,5649505186024932;19,0;59,0;63,0;63,0;2,142857142857143;2,0
Teslovich;KNN7;normal;1000;0,4439190240238165;76,0;79,0;73,0;53,56175721752899;0,4498702754288914;7,0;77,0;79,0;79,0;2,392405063291139;2,0
Teslovich;KNN7;normal;2000;0,48703107628603753;89,0;92,0;86,0;56,33806445913514;0,4756112729200223;10,0;91,0;92,0;92,0;2,3260869565217392;2,0
Teslovich;KNN7;normal;depict;;67,0;68,0;66,0;76,45823035096392;0,774889557813175;50,0;65,0;68,0;68,0;1,4558823529411764;1,0
Teslovich;KNN7;log;25;;7,0;7,0;7,0;75,39682539682539;0,6428571428571429;5,0;7,0;7,0;7,0;1,2857142857142858;1,0
Teslovich;KNN7;log;50;;14,0;14,0;13,0;53,57142857142857;0,5720238095238095;7,0;14,0;14,0;14,0;1,5;1,5
Teslovich;KNN7;log;100;;22,0;22,0;21,0;63,5685210312076;0,5833291708291709;11,0;22,0;22,0;22,0;1,7272727272727273;1,5
Teslovich;KNN7;log;500;0,49657390991930767;60,0;63,0;60,0;65,86284086284087;0,5820212212325729;23,0;59,0;63,0;63,0;2,0793650793650795;2,0
Teslovich;KNN7;log;1000;0,49477719344035415;76,0;79,0;73,0;55,61388356589566;0,47828635884919635;16,0;75,0;79,0;79,0;2,2151898734177213;2,0
Teslovich;KNN7;log;2000;0,45042591326433684;89,0;92,0;86,0;54,08262047438861;0,4529046151783876;12,0;89,0;92,0;92,0;2,260869565217391;2,0
Teslovich;KNN7;log;depict;;67,0;68,0;66,0;75,0556104794859;0,7611120771239297;47,0;67,0;68,0;68,0;1,4264705882352942;1,0
Teslovich;KNN9;normal;25;;7,0;7,0;7,0;49,2063492063492;0,4642857142857143;3,0;6,0;7,0;7,0;1,8571428571428572;2,0
Teslovich;KNN9;normal;50;;14,0;14,0;13,0;53,18877551020409;0,5565476190476191;8,0;14,0;14,0;14,0;1,5;1,0
Teslovich;KNN9;normal;100;;22,0;22,0;21,0;61,0583446404342;0,5775349650349649;10,0;22,0;22,0;22,0;1,7272727272727273;2,0
Teslovich;KNN9;normal;500;0,48072539235030953;60,0;63,0;60,0;60,78678266178267;0,5599267820080721;17,0;60,0;63,0;63,0;2,238095238095238;2,0
Teslovich;KNN9;normal;1000;0,46604184125618076;76,0;79,0;73,0;55,05339487013396;0,471698685213101;14,0;75,0;79,0;79,0;2,367088607594937;2,0
Teslovich;KNN9;normal;2000;0,48185804287548706;89,0;92,0;86,0;55,15595783212356;0,4661891234725585;9,0;90,0;92,0;92,0;2,4782608695652173;3,0
Teslovich;KNN9;normal;depict;;67,0;68,0;66,0;73,75803262481463;0,7611420868664063;49,0;65,0;67,0;68,0;1,4705882352941178;1,0
Teslovich;KNN9;log;25;;7,0;7,0;7,0;46,82539682539682;0,42857142857142855;2,0;7,0;7,0;7,0;1,8571428571428572;2,0
Teslovich;KNN9;log;50;;14,0;14,0;13,0;57,14285714285714;0,5755952380952382;8,0;14,0;14,0;14,0;1,5714285714285714;1,0
Teslovich;KNN9;log;100;;22,0;22,0;21,0;68,62279511533244;0,6221528471528471;11,0;20,0;22,0;22,0;1,7727272727272727;1,5
Teslovich;KNN9;log;500;0,5242857047354528;60,0;63,0;60,0;67,94235856735855;0,6136774819301921;21,0;58,0;63,0;63,0;2,142857142857143;2,0
Teslovich;KNN9;log;1000;0,5335380050291865;76,0;79,0;73,0;58,4874002501057;0,5167749519938519;21,0;71,0;79,0;79,0;2,240506329113924;2,0
Teslovich;KNN9;log;2000;0,4832723973834624;89,0;92,0;86,0;56,08353332646241;0,47840548736989086;17,0;86,0;92,0;92,0;2,3260869565217392;2,0
Teslovich;KNN9;log;depict;;67,0;68,0;66,0;73,55412753336628;0,7589152689569723;49,0;67,0;68,0;68,0;1,3970588235294117;1,0
Teslovich;RF;normal;25;;7,0;7,0;7,0;52,38095238095239;0,5357142857142857;3,0;7,0;7,0;7,0;1,5714285714285714;2,0
Teslovich;RF;normal;50;;14,0;14,0;13,0;75,38265306122449;0,7005952380952382;9,0;14,0;14,0;14,0;1,5714285714285714;1,0
Teslovich;RF;normal;100;;22,0;22,0;21,0;74,35549525101764;0,6934065934065935;10,0;18,0;21,0;22,0;2,0454545454545454;2,0
Teslovich;RF;normal;500;0,550040632613222;60,0;63,0;60,0;67,48448310948311;0,608340295330292;11,0;25,0;40,0;57,0;5,301587301587301;4,0
Teslovich;RF;normal;1000;0,4559631518133093;76,0;79,0;73,0;59,327683463334324;0,4288767550872447;2,0;11,0;25,0;44,0;10,734177215189874;9,0
Teslovich;RF;normal;2000;0,46470594294781986;89,0;92,0;86,0;61,25200606604926;0,4690997281364605;1,0;8,0;13,0;40,0;17,608695652173914;12,0
Teslovich;RF;normal;depict;;67,0;68,0;66,0;78,28101828966881;0,7481478683739439;43,0;61,0;66,0;68,0;1,7794117647058822;1,0
Teslovich;RF;log;25;;7,0;7,0;7,0;50,0;0,5357142857142857;3,0;7,0;7,0;7,0;1,5714285714285714;2,0
Teslovich;RF;log;50;;14,0;14,0;13,0;70,40816326530613;0,668452380952381;7,0;14,0;14,0;14,0;1,7142857142857142;1,5
Teslovich;RF;log;100;;22,0;22,0;21,0;73,81275440976933;0,68991008991009;10,0;18,0;21,0;22,0;2,090909090909091;2,0
Teslovich;RF;log;500;0,5450590892516138;60,0;63,0;60,0;67,12072649572649;0,5950284589412181;10,0;24,0;40,0;57,0;5,428571428571429;4,0
Teslovich;RF;log;1000;0,41983658677678887;76,0;79,0;73,0;58,97771540129373;0,42464567693968824;1,0;11,0;24,0;46,0;10,886075949367088;8,0
Teslovich;RF;log;2000;0,45383084545157615;89,0;92,0;86,0;60,59847023660537;0,45734114952501104;1,0;6,0;14,0;38,0;17,97826086956522;12,5
Teslovich;RF;log;depict;;67,0;68,0;66,0;79,03484923381117;0,7642039515942062;45,0;61,0;66,0;68,0;1,7794117647058822;1,0
DeRycke;LR;normal;25;;15,0;19,0;16,0;64,37246963562752;0,8222222222222223;15,0;17,0;19,0;19,0;1,4736842105263157;1,0
DeRycke;LR;normal;50;;22,0;28,0;23,0;56,456043956043956;0,5800865800865801;12,0;26,0;27,0;28,0;2,0714285714285716;2,0
DeRycke;LR;normal;100;;29,0;36,0;29,0;59,1931216931217;0,5480668756530825;12,0;30,0;35,0;36,0;2,3055555555555554;2,0
DeRycke;LR;normal;500;0,48097944272074267;76,0;116,0;72,0;58,79847238542889;0,4688272575867014;12,0;37,0;57,0;82,0;9,051724137931034;6,0
DeRycke;LR;normal;1000;0,4428963968242535;95,0;157,0;98,0;59,09744222496415;0,5147984187215552;12,0;31,0;58,0;90,0;16,694267515923567;9,0
DeRycke;LR;normal;2000;0,4708390706964402;106,0;175,0;109,0;58,297752182797694;0,5118362823899834;6,0;20,0;36,0;73,0;26,18285714285714;17,0
DeRycke;LR;normal;depict;;42,0;46,0;44,0;80,0;0,6809510625955809;26,0;44,0;44,0;45,0;2,3260869565217392;1,0
DeRycke;LR;log;25;;15,0;19,0;16,0;58,2995951417004;0,66;10,0;16,0;19,0;19,0;1,894736842105263;1,0
DeRycke;LR;log;50;;22,0;28,0;23,0;69,98626373626374;0,7830086580086579;17,0;24,0;26,0;28,0;2,0;1,0
DeRycke;LR;log;100;;29,0;36,0;29,0;63,82275132275134;0,7181818181818184;18,0;29,0;33,0;35,0;2,5277777777777777;1,5
DeRycke;LR;log;500;0,4904090075594129;76,0;116,0;72,0;58,30615097856477;0,4564564492443422;12,0;36,0;59,0;82,0;8,78448275862069;5,0
DeRycke;LR;log;1000;0,5306551444163162;95,0;157,0;98,0;61,597525594424255;0,5008620422454888;16,0;42,0;63,0;87,0;14,044585987261147;9,0
DeRycke;LR;log;2000;0,5770184996369521;106,0;175,0;109,0;61,408954114805866;0,54817155950886;11,0;29,0;48,0;74,0;23,045714285714286;13,0
DeRycke;LR;log;depict;;42,0;46,0;44,0;82,23429951690821;0,7608500764646944;27,0;43,0;45,0;46,0;1,7391304347826086;1,0
DeRycke;SVM;normal;25;;15,0;19,0;16,0;50,0;0,7666666666666667;19,0;19,0;19,0;19,0;1,0;1,0
DeRycke;SVM;normal;50;;22,0;28,0;23,0;50,0;0,7045454545454546;28,0;28,0;28,0;28,0;1,0;1,0
DeRycke;SVM;normal;100;;29,0;36,0;29,0;50,0;0,5689655172413793;36,0;36,0;36,0;36,0;1,0;1,0
DeRycke;SVM;normal;500;0,42242217734953447;76,0;116,0;72,0;50,17626321974148;0,5006733951433429;116,0;116,0;116,0;116,0;1,0;1,0
DeRycke;SVM;normal;1000;0,46744485071493225;95,0;157,0;98,0;50,47120418848168;0,5034495869981905;157,0;157,0;157,0;157,0;1,0;1,0
DeRycke;SVM;normal;2000;0,5012652136675351;106,0;175,0;109,0;50,19929407393647;0,5091844167797492;143,0;175,0;175,0;175,0;1,1828571428571428;1,0
DeRycke;SVM;normal;depict;;42,0;46,0;44,0;50,0;0,7261904761904762;46,0;46,0;46,0;46,0;1,0;1,0
DeRycke;SVM;log;25;;15,0;19,0;16,0;57,48987854251011;0,6799999999999999;10,0;16,0;18,0;19,0;2,0;1,0
DeRycke;SVM;log;50;;22,0;28,0;23,0;67,23901098901099;0,6655844155844156;15,0;26,0;27,0;28,0;1,8571428571428572;1,0
DeRycke;SVM;log;100;;29,0;36,0;29,0;61,485890652557316;0,6349007314524555;13,0;30,0;34,0;36,0;2,388888888888889;2,0
DeRycke;SVM;log;500;0,48188204361458126;76,0;116,0;72,0;57,78495887191539;0,4237450863047054;13,0;41,0;53,0;74,0;9,077586206896552;6,5
DeRycke;SVM;log;1000;0,5761376702501897;95,0;157,0;98,0;62,006202687831404;0,5232056029661453;16,0;42,0;61,0;92,0;13,968152866242038;8,0
DeRycke;SVM;log;2000;0,5644253751470202;106,0;175,0;109,0;59,96202860858257;0,5352447726741083;10,0;32,0;46,0;66,0;25,05142857142857;14,0
DeRycke;SVM;log;depict;;42,0;46,0;44,0;83,11594202898551;0,7253665031904235;28,0;44,0;46,0;46,0;1,6521739130434783;1,0
DeRycke;DT;normal;25;;15,0;19,0;16,0;67,81376518218624;0,7922222222222223;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;DT;normal;50;;22,0;28,0;23,0;69,91758241758241;0,7989718614718615;23,0;28,0;28,0;28,0;1,1785714285714286;1,0
DeRycke;DT;normal;100;;29,0;36,0;29,0;52,182539682539684;0,5607105538140021;21,0;36,0;36,0;36,0;1,4166666666666667;1,0
DeRycke;DT;normal;500;0,486435330519676;76,0;116,0;72,0;54,37416426921674;0,49716055431227063;40,0;116,0;116,0;116,0;1,6551724137931034;2,0
DeRycke;DT;normal;1000;0,43515574619575736;95,0;157,0;98,0;56,77426884983492;0,4922983386601784;53,0;157,0;157,0;157,0;1,6624203821656052;2,0
DeRycke;DT;normal;2000;0,5337472450943634;106,0;175,0;109,0;56,862344417611;0,5302866692560646;45,0;175,0;175,0;175,0;1,7428571428571429;2,0
DeRycke;DT;normal;depict;;42,0;46,0;44,0;65,79710144927535;0,7492683119759531;36,0;46,0;46,0;46,0;1,2173913043478262;1,0
DeRycke;DT;log;25;;15,0;19,0;16,0;79,35222672064776;0,8922222222222224;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;DT;log;50;;22,0;28,0;23,0;65,93406593406593;0,808982683982684;24,0;28,0;28,0;28,0;1,1428571428571428;1,0
DeRycke;DT;log;100;;29,0;36,0;29,0;53,57142857142857;0,606687565308255;22,0;36,0;36,0;36,0;1,3888888888888888;1,0
DeRycke;DT;log;500;0,4902620278108093;76,0;116,0;72,0;57,4298999149074;0,510264871237258;43,0;116,0;116,0;116,0;1,6293103448275863;2,0
DeRycke;DT;log;1000;0,449331406701091;95,0;157,0;98,0;55,07286490812685;0,4965792329128012;47,0;157,0;157,0;157,0;1,7006369426751593;2,0
DeRycke;DT;log;2000;0,525525213335811;106,0;175,0;109,0;54,01820546163849;0,5116841220015406;35,0;175,0;175,0;175,0;1,8;2,0
DeRycke;DT;log;depict;;42,0;46,0;44,0;65,21739130434783;0,7668617834730791;37,0;46,0;46,0;46,0;1,1956521739130435;1,0
DeRycke;KNN1;normal;25;;15,0;19,0;16,0;72,8744939271255;0,8688888888888889;16,0;19,0;19,0;19,0;1,1578947368421053;1,0
DeRycke;KNN1;normal;50;;22,0;28,0;23,0;50,96153846153846;0,675595238095238;21,0;28,0;28,0;28,0;1,25;1,0
DeRycke;KNN1;normal;100;;29,0;36,0;29,0;50,79365079365079;0,5277951933124347;20,0;36,0;36,0;36,0;1,4444444444444444;1,0
DeRycke;KNN1;normal;500;0,481617000405181;76,0;116,0;72,0;54,94246120183151;0,4923793402768089;42,0;116,0;116,0;116,0;1,6379310344827587;2,0
DeRycke;KNN1;normal;1000;0,43561852922091165;95,0;157,0;98,0;52,32450728649081;0,4557077238764463;35,0;157,0;157,0;157,0;1,7770700636942676;2,0
DeRycke;KNN1;normal;2000;0,4825556395852805;106,0;175,0;109,0;49,575329741779676;0,4780956095129932;23,0;175,0;175,0;175,0;1,8685714285714285;2,0
DeRycke;KNN1;normal;depict;;42,0;46,0;44,0;61,449275362318836;0,6965340399725781;32,0;46,0;46,0;46,0;1,3043478260869565;1,0
DeRycke;KNN1;log;25;;15,0;19,0;16,0;67,81376518218624;0,7922222222222223;17,0;19,0;19,0;19,0;1,105263157894737;1,0
DeRycke;KNN1;log;50;;22,0;28,0;23,0;54,94505494505495;0,6474567099567099;20,0;28,0;28,0;28,0;1,2857142857142858;1,0
DeRycke;KNN1;log;100;;29,0;36,0;29,0;47,02380952380952;0,5105538140020899;19,0;36,0;36,0;36,0;1,4722222222222223;1,0
DeRycke;KNN1;log;500;0,4222519482019147;76,0;116,0;72,0;53,08207382795088;0,47538354849477993;43,0;116,0;116,0;116,0;1,6293103448275863;2,0
DeRycke;KNN1;log;1000;0,4595621831899458;95,0;157,0;98,0;55,539733884683365;0,5167585642006584;46,0;157,0;157,0;157,0;1,7070063694267517;2,0
